source,trajectory_id,category_original,category_unified,step_number,text_snippet
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,44,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,46,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,48,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,50,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,52,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,54,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,56,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,58,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,60,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,62,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,64,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,66,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,71,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,73,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,75,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,77,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,79,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,81,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,83,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,85,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,87,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,89,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,91,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,93,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,98,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,100,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,102,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,104,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,106,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,108,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,110,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,112,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,114,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,116,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,118,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,120,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,126,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,08cae58d-4084-4616-b6dd-dd6534e4825b,Instruction/Plan Adherence Failure,instruction_adherence_failure,128,Was not able to search for historical stock prices of apple when it first went above $50
magentic_one,ccec2229ced20a4b0cb4897e3a99120a3017ea030903e01c9bda6b13d40b0b14,Intent Plan Misalignment,intent_plan_misalignment,7,"User's intent was to find closest eatery open at 11pm on Wednesdays, but the Orchestrator just searc"
magentic_one,ccec2229ced20a4b0cb4897e3a99120a3017ea030903e01c9bda6b13d40b0b14,Instruction/Plan Adherence Failure,instruction_adherence_failure,9,WebSurfer failed to follow the instruction and did not give exhaustive list of eateries.
magentic_one,ccec2229ced20a4b0cb4897e3a99120a3017ea030903e01c9bda6b13d40b0b14,Misinterpretation of Tool Output,misinterpretation_of_tool_output,10,Orchestrator worked on incomplete information on whatever the list was given by WebSurfer.
magentic_one,6b06d186921b8b390c65aebd0d16f09f60a47d2f1288ebe36953f734e84c0a3c,Guardrails Triggered,guardrails_triggered,17,jailbreak=true. Error code: 40. ResponsibleAIPolicyViolation. The response was filtered due to the p
magentic_one,8b3379c0-0981-4f5b-8407-6444610cb212,Intent Plan Misalignment,intent_plan_misalignment,4,keyword Monterey Bay Aquarium was not used in the search query given by Orchestrator to Websufer to 
magentic_one,840bfca7-4f7b-481a-8794-c560c340185d,Guardrails Triggered,guardrails_triggered,25,"ResponsibleAIPolicyViolation (jailbreak=true), Error code: 400. ResponsibleAIPolicyViolation. The re"
magentic_one,8ad84bd6fe38481ba49e7ad1f6fbd43219a999074e5c6fc940003281f55ec65b,Instruction/Plan Adherence Failure,instruction_adherence_failure,9,Websurfer did not give complete list of supermarkets within 2 blocks of Lincoln Park in Chicago with
magentic_one,8ad84bd6fe38481ba49e7ad1f6fbd43219a999074e5c6fc940003281f55ec65b,Misinterpretation of Tool Output,misinterpretation_of_tool_output,10,Orchestrator worked on incomplete information on whatever the list was given by WebSurfer.
magentic_one,8ad84bd6fe38481ba49e7ad1f6fbd43219a999074e5c6fc940003281f55ec65b,Instruction/Plan Adherence Failure,instruction_adherence_failure,13,Websurfer clicked on Whole Foods website but did not search for ready-to-eat salad under $15.
magentic_one,8ad84bd6fe38481ba49e7ad1f6fbd43219a999074e5c6fc940003281f55ec65b,Misinterpretation of Tool Output,misinterpretation_of_tool_output,14,Orchestrator assumed that Whole foods doesn't have salad under $15
magentic_one,8ad84bd6fe38481ba49e7ad1f6fbd43219a999074e5c6fc940003281f55ec65b,Instruction/Plan Adherence Failure,instruction_adherence_failure,17,Websurfer clicked on Trader Joes webiste but did not search for ready-to-eat salad under $15
magentic_one,8ad84bd6fe38481ba49e7ad1f6fbd43219a999074e5c6fc940003281f55ec65b,Misinterpretation of Tool Output,misinterpretation_of_tool_output,18,Orchestrator assumed that Trader Joe doesn't have salad under $15
magentic_one,8ad84bd6fe38481ba49e7ad1f6fbd43219a999074e5c6fc940003281f55ec65b,Guardrails Triggered,guardrails_triggered,44,Error code: 400. ResponsibleAIPolicyViolation. The response was filtered due to the prompt triggerin
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Intent not supported,intent_not_supported,4,Orchestrator misunderstood the role of FileSurfer and gave it incorrect instructions to listen to au
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Intent not supported,intent_not_supported,12,Orchestrator misunderstood the role of FileSurfer and gave it incorrect instructions to listen to au
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Intent not supported,intent_not_supported,16,Orchestrator misunderstood the role of FileSurfer and gave it incorrect instructions to listen to au
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Instruction/Plan Adherence Failure,instruction_adherence_failure,51,Instruction/Plan Adherence Failure
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Instruction/Plan Adherence Failure,instruction_adherence_failure,55,Instruction/Plan Adherence Failure
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Intent not supported,intent_not_supported,57,Orchestrator misunderstood the role of FileSurfer and gave it incorrect instructions to listen to au
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Instruction/Plan Adherence Failure,instruction_adherence_failure,62,Instruction/Plan Adherence Failure
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Instruction/Plan Adherence Failure,instruction_adherence_failure,66,Instruction/Plan Adherence Failure
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Instruction/Plan Adherence Failure,instruction_adherence_failure,70,Instruction/Plan Adherence Failure
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Instruction/Plan Adherence Failure,instruction_adherence_failure,74,Instruction/Plan Adherence Failure
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Instruction/Plan Adherence Failure,instruction_adherence_failure,78,Instruction/Plan Adherence Failure
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Instruction/Plan Adherence Failure,instruction_adherence_failure,82,Instruction/Plan Adherence Failure
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Instruction/Plan Adherence Failure,instruction_adherence_failure,86,Instruction/Plan Adherence Failure
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Instruction/Plan Adherence Failure,instruction_adherence_failure,90,Instruction/Plan Adherence Failure
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Intent not supported,intent_not_supported,96,Orchestrator misunderstood the role of FileSurfer and gave it incorrect instructions to find a text 
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Instruction/Plan Adherence Failure,instruction_adherence_failure,104,Instruction/Plan Adherence Failure
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Instruction/Plan Adherence Failure,instruction_adherence_failure,108,Instruction/Plan Adherence Failure
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Instruction/Plan Adherence Failure,instruction_adherence_failure,110,Instruction/Plan Adherence Failure
magentic_one,1f975693-876d-457b-a649-393859e79bf3,Instruction/Plan Adherence Failure,instruction_adherence_failure,116,Instruction/Plan Adherence Failure
magentic_one,114d5fd0-e2ae-4b6d-a65a-870da2d19c08,Intent not supported,intent_not_supported,19,Orchestrator misunderstood the role of FileSurfer and gave it to read the content of a PDF file
magentic_one,114d5fd0-e2ae-4b6d-a65a-870da2d19c08,Intent not supported,intent_not_supported,23,Orchestrator misunderstood the role of FileSurfer and gave it to read the content of a PDF file
magentic_one,114d5fd0-e2ae-4b6d-a65a-870da2d19c08,Intent not supported,intent_not_supported,27,Orchestrator misunderstood the role of FileSurfer and gave it to read the content of a PDF file
magentic_one,114d5fd0-e2ae-4b6d-a65a-870da2d19c08,Intent not supported,intent_not_supported,31,Orchestrator misunderstood the role of FileSurfer and gave it to read the content of a PDF file
magentic_one,114d5fd0-e2ae-4b6d-a65a-870da2d19c08,Guardrails Triggered,guardrails_triggered,33,Error code: 400. ResponsibleAIPolicyViolation. The response was filtered due to the prompt triggerin
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Instruction/Plan Adherence Failure,instruction_adherence_failure,9,Failed to follow price listings on the webpage and did not extract the lowest price for a Single Fam
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Instruction/Plan Adherence Failure,instruction_adherence_failure,13,Failed to perform refined search on zillow
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Instruction/Plan Adherence Failure,instruction_adherence_failure,17,Failed to perform relevant search
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Instruction/Plan Adherence Failure,instruction_adherence_failure,25,Failed to perform refined search on realtor
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Instruction/Plan Adherence Failure,instruction_adherence_failure,36,Failed to perform refined search
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Instruction/Plan Adherence Failure,instruction_adherence_failure,40,Failed to perform refined search
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Instruction/Plan Adherence Failure,instruction_adherence_failure,52,Failed to perform refined search
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Instruction/Plan Adherence Failure,instruction_adherence_failure,59,Failed to perform refined search
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Guardrails Triggered,guardrails_triggered,63,Verify you are not a bot error
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Instruction/Plan Adherence Failure,instruction_adherence_failure,75,Failed to perform refined search
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Instruction/Plan Adherence Failure,instruction_adherence_failure,79,Failed to perform refined search
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Intent not supported,intent_not_supported,92,Asked websurfer to email
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Intent not supported,intent_not_supported,96,Asked websurfer to email
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Intent not supported,intent_not_supported,100,Asked websurfer to email
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Intent not supported,intent_not_supported,104,Asked websurfer to email
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Intent not supported,intent_not_supported,108,Asked websurfer to email
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Intent not supported,intent_not_supported,112,Asked websurfer to email
magentic_one,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,Instruction/Plan Adherence Failure,instruction_adherence_failure,118,Failed to perform refined search
magentic_one,0ec4371851b96837b0a81b3dd3df401415061bb532fbafeb4609f3337c358508,Instruction/Plan Adherence Failure,instruction_adherence_failure,9,Websurfer did not give a full list of gyms within 5 miles of the Mothman Museum. Provided partial l 
magentic_one,0ec4371851b96837b0a81b3dd3df401415061bb532fbafeb4609f3337c358508,Misinterpretation of Tool Output,misinterpretation_of_tool_output,10,Orchestrator started verification on incomplete information from Websurfer
magentic_one,5d0080cb-90d7-4712-bc33-848150e917d3,Instruction/Plan Adherence Failure,instruction_adherence_failure,13,Was not able download paper PDF
magentic_one,5d0080cb-90d7-4712-bc33-848150e917d3,Invention of new information,invention_of_new_information,15,Hallucinated that PDF is downloaded
magentic_one,5d0080cb-90d7-4712-bc33-848150e917d3,Instruction/Plan Adherence Failure,instruction_adherence_failure,17,Websurfer was to examine content of PDF (wrongly assumed to be downloaded) to find volume of fish ba
magentic_one,5d0080cb-90d7-4712-bc33-848150e917d3,Invention of new information,invention_of_new_information,19,Hallucinated that PDF is downloaded
magentic_one,5d0080cb-90d7-4712-bc33-848150e917d3,Intent not supported,intent_not_supported,21,"Filesurfer was asked to examine content of PDF (wrongly assumed to be downloaded), it said file not "
magentic_one,5d0080cb-90d7-4712-bc33-848150e917d3,Invalid Invocation,invalid_invocation,34,Orchestrator did not give clear instruction to Filesurfer on how to check downloaded file it could h
magentic_one,5d0080cb-90d7-4712-bc33-848150e917d3,Invention of new information,invention_of_new_information,35,Hallucinated some random file location
magentic_one,5d0080cb-90d7-4712-bc33-848150e917d3,Invention of new information,invention_of_new_information,50,Hallucinated that the file was downloaded by Websurfer (2nd attempt)
magentic_one,5d0080cb-90d7-4712-bc33-848150e917d3,Guardrails Triggered,guardrails_triggered,51,"ResponsibleAIPolicyViolation (jailbreak=true), Error code: 400. ResponsibleAIPolicyViolation. The re"
magentic_one,6e3be83d1949fa52cba03fb1ce4b5b3bf7e37a83fd7d67694b10b2e439d90cf8,Instruction/Plan Adherence Failure,instruction_adherence_failure,9,"Websurfer could not verify if the gyms were within 5 minutes walk from NYSE, just gave random list o"
magentic_one,6e3be83d1949fa52cba03fb1ce4b5b3bf7e37a83fd7d67694b10b2e439d90cf8,Misinterpretation of Tool Output,misinterpretation_of_tool_output,10,Orchestrator assumed the websurfer is giving list of gyms within 5 minutes walk from NYSE but it was
magentic_one,6e3be83d1949fa52cba03fb1ce4b5b3bf7e37a83fd7d67694b10b2e439d90cf8,Misinterpretation of Tool Output,misinterpretation_of_tool_output,11,Orchestrator assumed the websurfer is giving list of gyms within 5 minutes walk from NYSE but it was
magentic_one,6e3be83d1949fa52cba03fb1ce4b5b3bf7e37a83fd7d67694b10b2e439d90cf8,Misinterpretation of Tool Output,misinterpretation_of_tool_output,15,Orchestrator assumed the websurfer is giving list of gyms within 5 minutes walk from NYSE but it was
magentic_one,6e3be83d1949fa52cba03fb1ce4b5b3bf7e37a83fd7d67694b10b2e439d90cf8,Misinterpretation of Tool Output,misinterpretation_of_tool_output,19,Orchestrator assumed the websurfer is giving list of gyms within 5 minutes walk from NYSE but it was
magentic_one,6e3be83d1949fa52cba03fb1ce4b5b3bf7e37a83fd7d67694b10b2e439d90cf8,Instruction/Plan Adherence Failure,instruction_adherence_failure,21,Websurfer could have clicked on martial art tab but it clicked on details first
magentic_one,6e3be83d1949fa52cba03fb1ce4b5b3bf7e37a83fd7d67694b10b2e439d90cf8,Instruction/Plan Adherence Failure,instruction_adherence_failure,25,Websurfer did not gather address of gym
magentic_one,6e3be83d1949fa52cba03fb1ce4b5b3bf7e37a83fd7d67694b10b2e439d90cf8,Guardrails Triggered,guardrails_triggered,29,ResponsibleAIPolicyViolation (jailbreak=true)
magentic_one,797f7a5b65ca28b7e7156e7db1e9f117bd4a021de0cd512bfdbb0be897d89eab,Instruction/Plan Adherence Failure,instruction_adherence_failure,6,Orchestrator asked websurfer to give list of restaurents with vegan mains under $15 but websurfer fa
magentic_one,797f7a5b65ca28b7e7156e7db1e9f117bd4a021de0cd512bfdbb0be897d89eab,Misinterpretation of Tool Output,misinterpretation_of_tool_output,7,Orchestrator worked on whatever list was provided by the websurfer did not check if was comprehensiv
magentic_one,797f7a5b65ca28b7e7156e7db1e9f117bd4a021de0cd512bfdbb0be897d89eab,Instruction/Plan Adherence Failure,instruction_adherence_failure,10,Websurfer did not check vegan mains on the specified restaurent and just surfed the website
magentic_one,797f7a5b65ca28b7e7156e7db1e9f117bd4a021de0cd512bfdbb0be897d89eab,Instruction/Plan Adherence Failure,instruction_adherence_failure,14,Websurfer did not check vegan mains on the specified restaurent and just surfed the website
magentic_one,797f7a5b65ca28b7e7156e7db1e9f117bd4a021de0cd512bfdbb0be897d89eab,Instruction/Plan Adherence Failure,instruction_adherence_failure,18,Websurfer did not check vegan mains on the specified restaurent and just surfed the website
magentic_one,797f7a5b65ca28b7e7156e7db1e9f117bd4a021de0cd512bfdbb0be897d89eab,Instruction/Plan Adherence Failure,instruction_adherence_failure,22,Websurfer did not check vegan mains on the specified restaurent and just surfed the website
magentic_one,797f7a5b65ca28b7e7156e7db1e9f117bd4a021de0cd512bfdbb0be897d89eab,Instruction/Plan Adherence Failure,instruction_adherence_failure,30,Websurfer did not check vegan mains on the specified restaurent and just surfed the website
