trajectory_id,trail_category,error_id,error_step,trajectory_length,normalized_position,impact,benchmark
1427b326e21963a1228647ad8dff2bf4,Goal Deviation,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
1427b326e21963a1228647ad8dff2bf4,Language-only,hallucination,9.0,11,0.818182,HIGH,GAIA
1427b326e21963a1228647ad8dff2bf4,Instruction Non-compliance,instruction_adherence_failure,9.0,11,0.818182,MEDIUM,GAIA
1427b326e21963a1228647ad8dff2bf4,Tool Selection Errors,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
14be0e98b825d2da5665e2e10f6cc927,Formatting Errors,code_error,51.0,84,0.607143,HIGH,GAIA
14be0e98b825d2da5665e2e10f6cc927,Formatting Errors,code_error,56.0,84,0.666667,HIGH,GAIA
14be0e98b825d2da5665e2e10f6cc927,Formatting Errors,code_error,59.0,84,0.702381,HIGH,GAIA
14be0e98b825d2da5665e2e10f6cc927,Formatting Errors,code_error,65.0,84,0.77381,HIGH,GAIA
14be0e98b825d2da5665e2e10f6cc927,Formatting Errors,code_error,20.0,84,0.238095,HIGH,GAIA
14be0e98b825d2da5665e2e10f6cc927,Context Handling Failures,kv_cache_loss,20.0,84,0.238095,HIGH,GAIA
18efa24e637b9423f34180d1f2041d3e,Incorrect Problem Identification,orchestration_failure,9.0,13,0.692308,HIGH,GAIA
18efa24e637b9423f34180d1f2041d3e,Goal Deviation,orchestration_failure,9.0,13,0.692308,HIGH,GAIA
18efa24e637b9423f34180d1f2041d3e,Authentication Errors,tool_web_failure,9.0,13,0.692308,MEDIUM,GAIA
18efa24e637b9423f34180d1f2041d3e,Context Handling Failure,unknown,11.0,13,0.846154,MEDIUM,GAIA
1dd91d388cb4889e6c1f5ea5ca06bce6,Task Orchestration,orchestration_failure,9.0,15,0.6,HIGH,GAIA
1dd91d388cb4889e6c1f5ea5ca06bce6,Tool Selection Errors,orchestration_failure,9.0,15,0.6,HIGH,GAIA
1dd91d388cb4889e6c1f5ea5ca06bce6,Context Handling Failures,kv_cache_loss,13.0,15,0.866667,HIGH,GAIA
1dd91d388cb4889e6c1f5ea5ca06bce6,Tool-related,hallucination,13.0,15,0.866667,HIGH,GAIA
1dd91d388cb4889e6c1f5ea5ca06bce6,Goal Deviation,orchestration_failure,13.0,15,0.866667,HIGH,GAIA
21f0c6c8d76ac61f4388f36ddffe1c38,Task Orchestration,orchestration_failure,7.0,32,0.21875,MEDIUM,GAIA
21f0c6c8d76ac61f4388f36ddffe1c38,Authentication Errors,tool_web_failure,24.0,32,0.75,MEDIUM,GAIA
21f0c6c8d76ac61f4388f36ddffe1c38,Poor Information Retrieval,misinterpretation_of_tool_output,20.0,32,0.625,MEDIUM,GAIA
21f0c6c8d76ac61f4388f36ddffe1c38,Resource Abuse,resource_abuse,21.0,32,0.65625,MEDIUM,GAIA
21f0c6c8d76ac61f4388f36ddffe1c38,Task Orchestration,orchestration_failure,26.0,32,0.8125,MEDIUM,GAIA
21f0c6c8d76ac61f4388f36ddffe1c38,Context Handling Failures,kv_cache_loss,28.0,32,0.875,MEDIUM,GAIA
2209204b631e26f4cee4dc3dd995608c,Instruction Non-compliance,instruction_adherence_failure,7.0,13,0.538462,LOW,GAIA
2209204b631e26f4cee4dc3dd995608c,Tool-related,hallucination,9.0,13,0.692308,MEDIUM,GAIA
2209204b631e26f4cee4dc3dd995608c,Task Orchestration,orchestration_failure,7.0,13,0.538462,MEDIUM,GAIA
2209204b631e26f4cee4dc3dd995608c,Tool Selection Errors,orchestration_failure,9.0,13,0.692308,HIGH,GAIA
25c8275651013fe8398ef0f735eb0912,Formatting Errors,code_error,7.0,11,0.636364,LOW,GAIA
25c8275651013fe8398ef0f735eb0912,Poor Information Retrieval,misinterpretation_of_tool_output,9.0,11,0.818182,HIGH,GAIA
25c8275651013fe8398ef0f735eb0912,Tool Selection Errors,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
25c8275651013fe8398ef0f735eb0912,Goal Deviation,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
2713fa0aa73f0c5a8b480f026c21a547,Instruction Non-compliance,instruction_adherence_failure,7.0,11,0.636364,LOW,GAIA
2713fa0aa73f0c5a8b480f026c21a547,Tool Selection Errors,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
2713fa0aa73f0c5a8b480f026c21a547,Task Orchestration,orchestration_failure,9.0,11,0.818182,MEDIUM,GAIA
2713fa0aa73f0c5a8b480f026c21a547,Language-only,hallucination,9.0,11,0.818182,HIGH,GAIA
2713fa0aa73f0c5a8b480f026c21a547,Goal Deviation,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
27a6c5ebc3311542156fdde857a0035f,Formatting Errors,code_error,7.0,11,0.636364,LOW,GAIA
2c77a8feec544cc61a00a387ad792a13,Tool-related,hallucination,19.0,21,0.904762,HIGH,GAIA
2c77a8feec544cc61a00a387ad792a13,Instruction Non-compliance,instruction_adherence_failure,21.0,21,1.0,HIGH,GAIA
2cb6924caac94b32d2bf4b40bdf4ab51,Poor Information Retrieval,misinterpretation_of_tool_output,15.0,46,0.326087,MEDIUM,GAIA
2cb6924caac94b32d2bf4b40bdf4ab51,Resource Abuse,resource_abuse,24.0,46,0.521739,MEDIUM,GAIA
2cb6924caac94b32d2bf4b40bdf4ab51,Tool-related,hallucination,32.0,46,0.695652,MEDIUM,GAIA
2cb6924caac94b32d2bf4b40bdf4ab51,Formatting Errors,code_error,34.0,46,0.73913,LOW,GAIA
2cb6924caac94b32d2bf4b40bdf4ab51,Tool-related,hallucination,35.0,46,0.76087,MEDIUM,GAIA
2cb6924caac94b32d2bf4b40bdf4ab51,Formatting Errors,code_error,37.0,46,0.804348,LOW,GAIA
2cb6924caac94b32d2bf4b40bdf4ab51,Tool-related,hallucination,38.0,46,0.826087,MEDIUM,GAIA
2cb6924caac94b32d2bf4b40bdf4ab51,Resource Abuse,resource_abuse,38.0,46,0.826087,MEDIUM,GAIA
2cb6924caac94b32d2bf4b40bdf4ab51,Language-only,hallucination,44.0,46,0.956522,MEDIUM,GAIA
3205fa0cb2135fe671bf7cd0e5a26151,Tool Selection Errors,orchestration_failure,36.0,40,0.9,HIGH,GAIA
3205fa0cb2135fe671bf7cd0e5a26151,Goal Deviation,orchestration_failure,36.0,40,0.9,HIGH,GAIA
3205fa0cb2135fe671bf7cd0e5a26151,Tool Selection Errors,orchestration_failure,38.0,40,0.95,HIGH,GAIA
3215fc75e81bdb73706a4fb37b66427f,Task Orchestration,orchestration_failure,17.0,21,0.809524,LOW,GAIA
331aece579d942bb4c345a86c86efb83,Instruction Non-compliance,instruction_adherence_failure,7.0,18,0.388889,LOW,GAIA
331aece579d942bb4c345a86c86efb83,Instruction Non-compliance,instruction_adherence_failure,12.0,18,0.666667,LOW,GAIA
33cedc57294f33839f1acc3ee5182788,Formatting Errors,code_error,20.0,48,0.416667,LOW,GAIA
33cedc57294f33839f1acc3ee5182788,Environment Setup Errors,invalid_invocation,39.0,48,0.8125,MEDIUM,GAIA
33cedc57294f33839f1acc3ee5182788,Formatting Errors,code_error,23.0,48,0.479167,LOW,GAIA
33cedc57294f33839f1acc3ee5182788,Tool Selection Errors,orchestration_failure,17.0,48,0.354167,HIGH,GAIA
33cedc57294f33839f1acc3ee5182788,Tool Output Misinterpretation,misinterpretation_of_tool_output,46.0,48,0.958333,MEDIUM,GAIA
33cedc57294f33839f1acc3ee5182788,Authentication Errors,tool_web_failure,32.0,48,0.666667,HIGH,GAIA
33cedc57294f33839f1acc3ee5182788,Formatting Errors,code_error,46.0,48,0.958333,LOW,GAIA
3637c5845140adbf29c565923c20e94d,Tool Selection Errors,orchestration_failure,9.0,13,0.692308,HIGH,GAIA
3637c5845140adbf29c565923c20e94d,Task Orchestration,orchestration_failure,9.0,13,0.692308,MEDIUM,GAIA
3637c5845140adbf29c565923c20e94d,Tool-related,hallucination,9.0,13,0.692308,HIGH,GAIA
3637c5845140adbf29c565923c20e94d,Goal Deviation,orchestration_failure,9.0,13,0.692308,HIGH,GAIA
387546b0d3e81503bd8d392c6f1b6b25,Formatting Errors,code_error,12.0,38,0.315789,LOW,GAIA
387546b0d3e81503bd8d392c6f1b6b25,Poor Information Retrieval,misinterpretation_of_tool_output,18.0,38,0.473684,MEDIUM,GAIA
387546b0d3e81503bd8d392c6f1b6b25,Tool Output Misinterpretation,misinterpretation_of_tool_output,34.0,38,0.894737,HIGH,GAIA
387546b0d3e81503bd8d392c6f1b6b25, Incorrect Problem Identification,unknown,20.0,38,0.526316,LOW,GAIA
387546b0d3e81503bd8d392c6f1b6b25,Goal Deviation,orchestration_failure,34.0,38,0.894737,HIGH,GAIA
387546b0d3e81503bd8d392c6f1b6b25,Context Handling Failures,kv_cache_loss,36.0,38,0.947368,MEDIUM,GAIA
396b6aa1ab86eb2e20d27582eb5eebd9,Formatting Errors,code_error,37.0,77,0.480519,HIGH,GAIA
396b6aa1ab86eb2e20d27582eb5eebd9,Formatting Errors,code_error,42.0,77,0.545455,HIGH,GAIA
396b6aa1ab86eb2e20d27582eb5eebd9,Formatting Errors,code_error,45.0,77,0.584416,HIGH,GAIA
396b6aa1ab86eb2e20d27582eb5eebd9,Formatting Errors,code_error,48.0,77,0.623377,HIGH,GAIA
396b6aa1ab86eb2e20d27582eb5eebd9,Service Errors,system_failure,59.0,77,0.766234,HIGH,GAIA
396b6aa1ab86eb2e20d27582eb5eebd9,Formatting Errors,code_error,59.0,77,0.766234,MEDIUM,GAIA
3acaa3150977e199eddb95c64f2ada2e,Poor Information Retrieval,misinterpretation_of_tool_output,14.0,32,0.4375,MEDIUM,GAIA
3acaa3150977e199eddb95c64f2ada2e,Poor Information Retrieval,misinterpretation_of_tool_output,17.0,32,0.53125,MEDIUM,GAIA
3acaa3150977e199eddb95c64f2ada2e,Poor Information Retrieval,misinterpretation_of_tool_output,23.0,32,0.71875,MEDIUM,GAIA
3acaa3150977e199eddb95c64f2ada2e,Resource Abuse,resource_abuse,20.0,32,0.625,LOW,GAIA
3acaa3150977e199eddb95c64f2ada2e,Poor Information Retrieval,misinterpretation_of_tool_output,20.0,32,0.625,MEDIUM,GAIA
3acaa3150977e199eddb95c64f2ada2e,Tool-related,hallucination,30.0,32,0.9375,HIGH,GAIA
3acaa3150977e199eddb95c64f2ada2e,Goal Deviation,orchestration_failure,30.0,32,0.9375,HIGH,GAIA
3f05ba33cd4ae18ccba6db9a5749c16f,Task Orchestration,orchestration_failure,9.0,11,0.818182,MEDIUM,GAIA
3f05ba33cd4ae18ccba6db9a5749c16f,Tool Selection Errors,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
3f05ba33cd4ae18ccba6db9a5749c16f,Language-only,hallucination,9.0,11,0.818182,HIGH,GAIA
41b597524173272503073a0799ac523c,Instruction Non-compliance,instruction_adherence_failure,7.0,11,0.636364,HIGH,GAIA
41bbc898aa7de0f31d2382ff57700a76,Instruction Non-compliance,instruction_adherence_failure,9.0,21,0.428571,MEDIUM,GAIA
41bbc898aa7de0f31d2382ff57700a76,Environment Setup Errors,invalid_invocation,14.0,21,0.666667,HIGH,GAIA
41bbc898aa7de0f31d2382ff57700a76,Tool Selection Errors,orchestration_failure,9.0,21,0.428571,HIGH,GAIA
41bbc898aa7de0f31d2382ff57700a76,Resource Not Found,resource_not_found,17.0,21,0.809524,HIGH,GAIA
41bbc898aa7de0f31d2382ff57700a76,Language-only,hallucination,19.0,21,0.904762,HIGH,GAIA
41bbc898aa7de0f31d2382ff57700a76,Goal Deviation,orchestration_failure,19.0,21,0.904762,HIGH,GAIA
4514626d62ed350ee7878c03f51bbe68,Instruction Non-compliance,instruction_adherence_failure,7.0,13,0.538462,LOW,GAIA
4514626d62ed350ee7878c03f51bbe68,Tool Selection Errors,orchestration_failure,7.0,13,0.538462,HIGH,GAIA
4514626d62ed350ee7878c03f51bbe68,Goal Deviation,orchestration_failure,9.0,13,0.692308,LOW,GAIA
4514626d62ed350ee7878c03f51bbe68,Instruction Non-compliance,instruction_adherence_failure,7.0,13,0.538462,MEDIUM,GAIA
4a8d094e92433f1ba1da21f602c417d9,Task Orchestration,orchestration_failure,9.0,13,0.692308,MEDIUM,GAIA
4a8d094e92433f1ba1da21f602c417d9,Tool-related,hallucination,11.0,13,0.846154,HIGH,GAIA
4a8d094e92433f1ba1da21f602c417d9,Goal Deviation,orchestration_failure,11.0,13,0.846154,HIGH,GAIA
4ae16319f0de44a7d1e84595b41ae08d,Tool-related,hallucination,9.0,11,0.818182,HIGH,GAIA
4ae16319f0de44a7d1e84595b41ae08d,Tool Selection Errors,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
4ae16319f0de44a7d1e84595b41ae08d,Goal Deviation,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
4c79c8ba0cf1e8fcb1c408d53016c560,Instruction Non-compliance,instruction_adherence_failure,7.0,11,0.636364,LOW,GAIA
4c79c8ba0cf1e8fcb1c408d53016c560,Tool-related,hallucination,9.0,11,0.818182,HIGH,GAIA
4c79c8ba0cf1e8fcb1c408d53016c560,Task Orchestration,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
4c79c8ba0cf1e8fcb1c408d53016c560,Instruction Non-compliance,instruction_adherence_failure,9.0,11,0.818182,MEDIUM,GAIA
4c79c8ba0cf1e8fcb1c408d53016c560,Goal Deviation,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
512475a321c616e45337da3575f6a185,Formatting Errors,code_error,12.0,24,0.5,MEDIUM,GAIA
512475a321c616e45337da3575f6a185,Tool Output Misinterpretation,misinterpretation_of_tool_output,12.0,24,0.5,MEDIUM,GAIA
512475a321c616e45337da3575f6a185,Context Handling Failure,unknown,12.0,24,0.5,HIGH,GAIA
512475a321c616e45337da3575f6a185,Incorrect Problem Identification,orchestration_failure,12.0,24,0.5,MEDIUM,GAIA
512475a321c616e45337da3575f6a185,Formatting Errors,code_error,20.0,24,0.833333,MEDIUM,GAIA
512475a321c616e45337da3575f6a185,Language-only,hallucination,22.0,24,0.916667,HIGH,GAIA
53dba4241b22d5039c9c119871c7c8b4,Tool Selection Errors,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
53dba4241b22d5039c9c119871c7c8b4,Goal Deviation,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
53dba4241b22d5039c9c119871c7c8b4,Tool-related,hallucination,9.0,11,0.818182,HIGH,GAIA
59365b27641e501d105b0e8f5e7c5af7,Formatting Errors,code_error,31.0,69,0.449275,MEDIUM,GAIA
59365b27641e501d105b0e8f5e7c5af7,Formatting Errors,code_error,34.0,69,0.492754,MEDIUM,GAIA
59365b27641e501d105b0e8f5e7c5af7,Formatting Errors,code_error,37.0,69,0.536232,MEDIUM,GAIA
59365b27641e501d105b0e8f5e7c5af7,Formatting Errors,code_error,45.0,69,0.652174,MEDIUM,GAIA
59365b27641e501d105b0e8f5e7c5af7,Formatting Errors,code_error,48.0,69,0.695652,MEDIUM,GAIA
59365b27641e501d105b0e8f5e7c5af7,Formatting Errors,code_error,51.0,69,0.73913,MEDIUM,GAIA
59365b27641e501d105b0e8f5e7c5af7,Tool-related,hallucination,57.0,69,0.826087,MEDIUM,GAIA
59365b27641e501d105b0e8f5e7c5af7,Formatting Errors,code_error,59.0,69,0.855072,MEDIUM,GAIA
59365b27641e501d105b0e8f5e7c5af7,Poor Information Retrieval,misinterpretation_of_tool_output,59.0,69,0.855072,MEDIUM,GAIA
59365b27641e501d105b0e8f5e7c5af7,Context Handling Failures,kv_cache_loss,57.0,69,0.826087,HIGH,GAIA
59365b27641e501d105b0e8f5e7c5af7,Resource Abuse,resource_abuse,57.0,69,0.826087,MEDIUM,GAIA
59365b27641e501d105b0e8f5e7c5af7,Formatting Errors,code_error,62.0,69,0.898551,LOW,GAIA
59365b27641e501d105b0e8f5e7c5af7,Formatting Errors,code_error,67.0,69,0.971014,LOW,GAIA
5a6c51d59f870513c68745e2e0f9269f,Task Orchestration,orchestration_failure,20.0,48,0.416667,MEDIUM,GAIA
5a6c51d59f870513c68745e2e0f9269f,Poor Information Retrieval,misinterpretation_of_tool_output,20.0,48,0.416667,LOW,GAIA
5a6c51d59f870513c68745e2e0f9269f,Resource Not Found,resource_not_found,23.0,48,0.479167,HIGH,GAIA
5a6c51d59f870513c68745e2e0f9269f,Task Orchestration,orchestration_failure,23.0,48,0.479167,MEDIUM,GAIA
5a6c51d59f870513c68745e2e0f9269f,Formatting Errors,code_error,23.0,48,0.479167,LOW,GAIA
5a6c51d59f870513c68745e2e0f9269f,Language-only,hallucination,46.0,48,0.958333,HIGH,GAIA
5b5a35053775cbf29701c171e6675853,Instruction Non-compliance,instruction_adherence_failure,7.0,21,0.333333,LOW,GAIA
5b5a35053775cbf29701c171e6675853,Instruction Non-compliance,instruction_adherence_failure,12.0,21,0.571429,LOW,GAIA
5b5a35053775cbf29701c171e6675853,Goal Deviation,orchestration_failure,17.0,21,0.809524,MEDIUM,GAIA
5b5a35053775cbf29701c171e6675853,Language-only,hallucination,17.0,21,0.809524,MEDIUM,GAIA
5bbd1534b199c57861f55b58be9949a0,Poor Information Retrieval,misinterpretation_of_tool_output,24.0,66,0.363636,MEDIUM,GAIA
5bbd1534b199c57861f55b58be9949a0,Resource Abuse,resource_abuse,24.0,66,0.363636,MEDIUM,GAIA
5bbd1534b199c57861f55b58be9949a0,Tool-related,hallucination,35.0,66,0.530303,HIGH,GAIA
5bbd1534b199c57861f55b58be9949a0,Formatting Errors,code_error,37.0,66,0.560606,LOW,GAIA
5bbd1534b199c57861f55b58be9949a0,Formatting Errors,code_error,45.0,66,0.681818,MEDIUM,GAIA
5bbd1534b199c57861f55b58be9949a0,Formatting Errors,code_error,48.0,66,0.727273,MEDIUM,GAIA
5bbd1534b199c57861f55b58be9949a0,Tool-related,hallucination,38.0,66,0.575758,HIGH,GAIA
5bbd1534b199c57861f55b58be9949a0,Resource Abuse,resource_abuse,38.0,66,0.575758,MEDIUM,GAIA
5bbd1534b199c57861f55b58be9949a0,Tool-related,hallucination,52.0,66,0.787879,HIGH,GAIA
5bbd1534b199c57861f55b58be9949a0,Formatting Errors,code_error,48.0,66,0.727273,LOW,GAIA
5bbd1534b199c57861f55b58be9949a0,Goal Deviation,orchestration_failure,17.0,66,0.257576,LOW,GAIA
5bbd1534b199c57861f55b58be9949a0,Resource Abuse,resource_abuse,52.0,66,0.787879,MEDIUM,GAIA
5bbd1534b199c57861f55b58be9949a0,Formatting Errors,code_error,34.0,66,0.515152,MEDIUM,GAIA
5bbd1534b199c57861f55b58be9949a0,Formatting Errors,code_error,51.0,66,0.772727,LOW,GAIA
5dc4cf8d5175f2782f46265456998d39,Task Orchestration,orchestration_failure,9.0,17,0.529412,MEDIUM,GAIA
5dc4cf8d5175f2782f46265456998d39,Task Orchestration,orchestration_failure,11.0,17,0.647059,MEDIUM,GAIA
5dc4cf8d5175f2782f46265456998d39,Tool-related,hallucination,15.0,17,0.882353,HIGH,GAIA
5dc4cf8d5175f2782f46265456998d39,Task Orchestration,orchestration_failure,13.0,17,0.764706,MEDIUM,GAIA
5dc4cf8d5175f2782f46265456998d39,Context Handling Failures,kv_cache_loss,15.0,17,0.882353,HIGH,GAIA
5dc4cf8d5175f2782f46265456998d39,Resource Abuse,resource_abuse,15.0,17,0.882353,HIGH,GAIA
5e5dc94e090341c564d582f551a0cddb,Instruction Non-compliance,instruction_adherence_failure,7.0,11,0.636364,LOW,GAIA
5e5dc94e090341c564d582f551a0cddb,Incorrect Problem Identification,orchestration_failure,7.0,11,0.636364,MEDIUM,GAIA
5e5dc94e090341c564d582f551a0cddb,Task Orchestration,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
5e5dc94e090341c564d582f551a0cddb,Tool Selection Errors,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
5e5dc94e090341c564d582f551a0cddb,Instruction Non-compliance,instruction_adherence_failure,9.0,11,0.818182,HIGH,GAIA
5ec1cd43eb8ae4094e93a4892ff0f06f,Instruction Non-compliance,instruction_adherence_failure,7.0,11,0.636364,LOW,GAIA
5ec1cd43eb8ae4094e93a4892ff0f06f,Language-only,hallucination,9.0,11,0.818182,HIGH,GAIA
5ec1cd43eb8ae4094e93a4892ff0f06f,Tool Selection Errors,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
5ec1cd43eb8ae4094e93a4892ff0f06f,Incorrect Problem Identification,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
5ec1cd43eb8ae4094e93a4892ff0f06f,Goal Deviation,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
5f3a0a7fc572f49630c069e4e5a64ae3,Instruction Non-compliance,instruction_adherence_failure,7.0,64,0.109375,LOW,GAIA
5f3a0a7fc572f49630c069e4e5a64ae3,Formatting Errors,code_error,34.0,64,0.53125,LOW,GAIA
5f3a0a7fc572f49630c069e4e5a64ae3,Tool-related,hallucination,24.0,64,0.375,HIGH,GAIA
5f3a0a7fc572f49630c069e4e5a64ae3,Tool-related,hallucination,29.0,64,0.453125,HIGH,GAIA
5f3a0a7fc572f49630c069e4e5a64ae3,Instruction Non-compliance,instruction_adherence_failure,12.0,64,0.1875,LOW,GAIA
5f3a0a7fc572f49630c069e4e5a64ae3,Formatting Errors,code_error,31.0,64,0.484375,LOW,GAIA
5f3a0a7fc572f49630c069e4e5a64ae3,Resource Abuse,resource_abuse,35.0,64,0.546875,MEDIUM,GAIA
5f3a0a7fc572f49630c069e4e5a64ae3,Formatting Errors,code_error,37.0,64,0.578125,LOW,GAIA
5f3a0a7fc572f49630c069e4e5a64ae3,Formatting Errors,code_error,28.0,64,0.4375,LOW,GAIA
5f3a0a7fc572f49630c069e4e5a64ae3,Goal Deviation,orchestration_failure,28.0,64,0.4375,HIGH,GAIA
5f3a0a7fc572f49630c069e4e5a64ae3,Formatting Errors,code_error,62.0,64,0.96875,LOW,GAIA
5f3a0a7fc572f49630c069e4e5a64ae3,Context Handling Failures,kv_cache_loss,37.0,64,0.578125,HIGH,GAIA
5f3a0a7fc572f49630c069e4e5a64ae3,Resource Abuse,resource_abuse,28.0,64,0.4375,MEDIUM,GAIA
62df2a06b647ca730391602dbf62f843,Tool Selection Errors,orchestration_failure,9.0,11,0.818182,MEDIUM,GAIA
62df2a06b647ca730391602dbf62f843,Language-only,hallucination,9.0,11,0.818182,HIGH,GAIA
62df2a06b647ca730391602dbf62f843,Task Orchestration,orchestration_failure,9.0,11,0.818182,MEDIUM,GAIA
62df2a06b647ca730391602dbf62f843,Goal Deviation,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
63ac9e03bf750e58eecbc5b148d8d215,Formatting Errors,code_error,7.0,13,0.538462,MEDIUM,GAIA
63ac9e03bf750e58eecbc5b148d8d215,Instruction Non-compliance,instruction_adherence_failure,7.0,13,0.538462,LOW,GAIA
63ac9e03bf750e58eecbc5b148d8d215,Language-only,hallucination,11.0,13,0.846154,HIGH,GAIA
672d36d8ecc4816738433c75136eb99d,Tool Definition Issues,invalid_invocation,15.0,22,0.681818,HIGH,GAIA
672d36d8ecc4816738433c75136eb99d,Goal Deviation,orchestration_failure,15.0,22,0.681818,MEDIUM,GAIA
672d36d8ecc4816738433c75136eb99d,Context Handling Failures,kv_cache_loss,18.0,22,0.818182,MEDIUM,GAIA
672d36d8ecc4816738433c75136eb99d,Language-only,hallucination,20.0,22,0.909091,HIGH,GAIA
672d36d8ecc4816738433c75136eb99d,Task Orchestration,orchestration_failure,18.0,22,0.818182,MEDIUM,GAIA
672d36d8ecc4816738433c75136eb99d,Environment Setup Errors,invalid_invocation,15.0,22,0.681818,HIGH,GAIA
